split,date_range,start_date,end_date,#,Season,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,updated_at
no_split,last_7,2026-4-13,2026-4-20,26,2026.0,BAL,262.0,10.3%,26.7%,0.4,0.189,0.281,0.346,0.627,0.158,0.225,24.0,-6.6,0.287,81.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,27,2026.0,BOS,221.0,7.7%,27.1%,0.3,0.221,0.295,0.327,0.622,0.106,0.301,20.0,-5.4,0.287,76.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,28,2026.0,CIN,216.0,11.1%,27.8%,0.4,0.195,0.294,0.33,0.624,0.135,0.248,20.0,-5.5,0.287,73.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,29,2026.0,KCR,212.0,5.7%,24.1%,0.2,0.208,0.256,0.325,0.581,0.117,0.259,15.0,-9.4,0.262,60.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,30,2026.0,NYM,206.0,4.4%,23.8%,0.2,0.201,0.24,0.294,0.534,0.093,0.254,12.0,-12.1,0.243,53.0,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
no_split,last_7,2026-4-13,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,1,2026.0,LAD,201.0,12.4%,23.4%,0.5,0.276,0.38,0.471,0.851,0.194,0.336,33.0,9.6,0.38,140.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,2,2026.0,WSN,260.0,8.8%,24.2%,0.4,0.293,0.364,0.461,0.826,0.168,0.377,41.0,10.7,0.37,134.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,3,2026.0,CHC,277.0,11.2%,23.5%,0.5,0.266,0.35,0.444,0.794,0.178,0.324,40.0,8.0,0.355,125.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,4,2026.0,HOU,269.0,9.3%,19.7%,0.5,0.253,0.336,0.451,0.786,0.197,0.282,38.0,6.2,0.346,122.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,5,2026.0,STL,245.0,11.4%,20.0%,0.6,0.255,0.348,0.438,0.786,0.183,0.281,34.0,5.5,0.348,120.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,6,2026.0,ATL,285.0,8.8%,19.6%,0.4,0.275,0.344,0.431,0.775,0.157,0.328,40.0,6.5,0.347,118.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,7,2026.0,LAA,243.0,12.3%,23.5%,0.5,0.236,0.351,0.402,0.753,0.166,0.279,33.0,4.3,0.341,116.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,8,2026.0,CHW,230.0,9.1%,26.5%,0.3,0.228,0.31,0.455,0.765,0.228,0.265,30.0,3.4,0.338,115.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,9,2026.0,ARI,245.0,5.7%,18.8%,0.3,0.284,0.328,0.437,0.765,0.153,0.333,33.0,4.0,0.339,112.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,10,2026.0,CLE,253.0,9.1%,17.8%,0.5,0.251,0.32,0.414,0.734,0.163,0.278,32.0,2.0,0.328,110.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,11,2026.0,BAL,187.0,12.8%,25.7%,0.5,0.239,0.346,0.368,0.714,0.129,0.311,23.0,1.5,0.328,110.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,12,2026.0,MIN,395.0,12.2%,20.8%,0.6,0.23,0.343,0.364,0.707,0.134,0.278,49.0,2.7,0.327,107.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,13,2026.0,TOR,167.0,11.4%,12.0%,1.0,0.262,0.355,0.338,0.693,0.076,0.293,20.0,0.6,0.324,106.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,14,2026.0,PIT,274.0,8.8%,24.5%,0.4,0.263,0.325,0.393,0.718,0.13,0.322,33.0,1.0,0.322,100.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,15,2026.0,TBR,256.0,7.8%,19.5%,0.4,0.259,0.328,0.366,0.694,0.107,0.314,29.0,-0.6,0.316,99.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,16,2026.0,SFG,249.0,5.2%,21.7%,0.2,0.276,0.315,0.388,0.702,0.112,0.345,28.0,-1.0,0.313,98.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,17,2026.0,NYY,244.0,11.9%,25.4%,0.5,0.185,0.283,0.393,0.676,0.209,0.193,26.0,-2.8,0.303,92.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,18,2026.0,MIA,260.0,9.6%,20.4%,0.5,0.236,0.322,0.347,0.668,0.111,0.295,28.0,-2.7,0.304,89.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,19,2026.0,CIN,195.0,9.7%,27.2%,0.4,0.195,0.282,0.374,0.656,0.178,0.223,20.0,-3.2,0.296,82.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,20,2026.0,NYM,214.0,7.9%,22.4%,0.4,0.21,0.277,0.349,0.626,0.138,0.243,19.0,-5.6,0.285,80.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,21,2026.0,DET,178.0,11.2%,19.7%,0.6,0.206,0.303,0.303,0.607,0.097,0.252,16.0,-4.8,0.284,78.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,22,2026.0,SDP,159.0,8.2%,22.0%,0.4,0.228,0.296,0.317,0.613,0.09,0.3,14.0,-4.8,0.279,77.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,23,2026.0,MIL,251.0,13.1%,23.9%,0.6,0.199,0.312,0.28,0.591,0.081,0.262,22.0,-7.7,0.278,74.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,24,2026.0,BOS,192.0,8.3%,21.9%,0.4,0.209,0.286,0.326,0.612,0.116,0.258,17.0,-5.6,0.281,72.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,25,2026.0,COL,146.0,6.2%,31.5%,0.2,0.246,0.303,0.336,0.639,0.09,0.36,14.0,-3.3,0.29,68.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,26,2026.0,KCR,251.0,8.4%,25.1%,0.3,0.209,0.288,0.302,0.59,0.093,0.272,20.0,-9.4,0.27,66.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,27,2026.0,SEA,232.0,10.3%,25.4%,0.4,0.18,0.272,0.278,0.55,0.098,0.225,16.0,-11.2,0.256,66.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,28,2026.0,ATH,251.0,9.6%,26.7%,0.4,0.196,0.274,0.317,0.591,0.121,0.261,20.0,-9.8,0.27,65.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,29,2026.0,TEX,208.0,8.7%,30.8%,0.3,0.196,0.264,0.296,0.561,0.101,0.276,14.0,-9.8,0.258,62.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,30,2026.0,PHI,271.0,9.2%,23.6%,0.4,0.179,0.273,0.279,0.552,0.1,0.222,19.0,-12.3,0.26,59.0,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,season,2026-3-18,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,1,2026.0,LAD,201.0,12.4%,23.4%,0.5,0.276,0.38,0.471,0.851,0.194,0.336,33.0,9.6,0.38,140.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,2,2026.0,WSN,260.0,8.8%,24.2%,0.4,0.293,0.364,0.461,0.826,0.168,0.377,41.0,10.7,0.37,134.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,3,2026.0,CHC,277.0,11.2%,23.5%,0.5,0.266,0.35,0.444,0.794,0.178,0.324,40.0,8.0,0.355,125.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,4,2026.0,HOU,269.0,9.3%,19.7%,0.5,0.253,0.336,0.451,0.786,0.197,0.282,38.0,6.2,0.346,122.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,5,2026.0,STL,245.0,11.4%,20.0%,0.6,0.255,0.348,0.438,0.786,0.183,0.281,34.0,5.5,0.348,120.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,6,2026.0,ATL,285.0,8.8%,19.6%,0.4,0.275,0.344,0.431,0.775,0.157,0.328,40.0,6.5,0.347,118.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,7,2026.0,LAA,243.0,12.3%,23.5%,0.5,0.236,0.351,0.402,0.753,0.166,0.279,33.0,4.3,0.341,116.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,8,2026.0,CHW,230.0,9.1%,26.5%,0.3,0.228,0.31,0.455,0.765,0.228,0.265,30.0,3.4,0.338,115.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,9,2026.0,ARI,245.0,5.7%,18.8%,0.3,0.284,0.328,0.437,0.765,0.153,0.333,33.0,4.0,0.339,112.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,10,2026.0,CLE,253.0,9.1%,17.8%,0.5,0.251,0.32,0.414,0.734,0.163,0.278,32.0,2.0,0.328,110.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,11,2026.0,BAL,187.0,12.8%,25.7%,0.5,0.239,0.346,0.368,0.714,0.129,0.311,23.0,1.5,0.328,110.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,12,2026.0,MIN,395.0,12.2%,20.8%,0.6,0.23,0.343,0.364,0.707,0.134,0.278,49.0,2.7,0.327,107.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,13,2026.0,TOR,167.0,11.4%,12.0%,1.0,0.262,0.355,0.338,0.693,0.076,0.293,20.0,0.6,0.324,106.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,14,2026.0,PIT,274.0,8.8%,24.5%,0.4,0.263,0.325,0.393,0.718,0.13,0.322,33.0,1.0,0.322,100.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,15,2026.0,TBR,256.0,7.8%,19.5%,0.4,0.259,0.328,0.366,0.694,0.107,0.314,29.0,-0.6,0.316,99.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,16,2026.0,SFG,249.0,5.2%,21.7%,0.2,0.276,0.315,0.388,0.702,0.112,0.345,28.0,-1.0,0.313,98.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,17,2026.0,NYY,244.0,11.9%,25.4%,0.5,0.185,0.283,0.393,0.676,0.209,0.193,26.0,-2.8,0.303,92.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,18,2026.0,MIA,260.0,9.6%,20.4%,0.5,0.236,0.322,0.347,0.668,0.111,0.295,28.0,-2.7,0.304,89.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,19,2026.0,CIN,195.0,9.7%,27.2%,0.4,0.195,0.282,0.374,0.656,0.178,0.223,20.0,-3.2,0.296,82.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,20,2026.0,NYM,214.0,7.9%,22.4%,0.4,0.21,0.277,0.349,0.626,0.138,0.243,19.0,-5.6,0.285,80.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,21,2026.0,DET,178.0,11.2%,19.7%,0.6,0.206,0.303,0.303,0.607,0.097,0.252,16.0,-4.8,0.284,78.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,22,2026.0,SDP,159.0,8.2%,22.0%,0.4,0.228,0.296,0.317,0.613,0.09,0.3,14.0,-4.8,0.279,77.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,23,2026.0,MIL,251.0,13.1%,23.9%,0.6,0.199,0.312,0.28,0.591,0.081,0.262,22.0,-7.7,0.278,74.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,24,2026.0,BOS,192.0,8.3%,21.9%,0.4,0.209,0.286,0.326,0.612,0.116,0.258,17.0,-5.6,0.281,72.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,25,2026.0,COL,146.0,6.2%,31.5%,0.2,0.246,0.303,0.336,0.639,0.09,0.36,14.0,-3.3,0.29,68.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,26,2026.0,KCR,251.0,8.4%,25.1%,0.3,0.209,0.288,0.302,0.59,0.093,0.272,20.0,-9.4,0.27,66.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,27,2026.0,SEA,232.0,10.3%,25.4%,0.4,0.18,0.272,0.278,0.55,0.098,0.225,16.0,-11.2,0.256,66.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,28,2026.0,ATH,251.0,9.6%,26.7%,0.4,0.196,0.274,0.317,0.591,0.121,0.261,20.0,-9.8,0.27,65.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,29,2026.0,TEX,208.0,8.7%,30.8%,0.3,0.196,0.264,0.296,0.561,0.101,0.276,14.0,-9.8,0.258,62.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,30,2026.0,PHI,271.0,9.2%,23.6%,0.4,0.179,0.273,0.279,0.552,0.1,0.222,19.0,-12.3,0.26,59.0,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_30,2026-3-21,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,1,2026.0,LAD,101.0,15.8%,18.8%,0.8,0.313,0.44,0.525,0.965,0.213,0.362,20.0,8.2,0.427,169.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,2,2026.0,CHC,159.0,10.7%,19.5%,0.5,0.297,0.377,0.5,0.877,0.203,0.34,27.0,8.7,0.388,147.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,3,2026.0,WSN,142.0,7.7%,22.5%,0.3,0.307,0.371,0.496,0.867,0.189,0.385,24.0,7.5,0.386,144.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,4,2026.0,LAA,185.0,13.5%,18.9%,0.7,0.252,0.377,0.464,0.841,0.212,0.269,30.0,8.5,0.377,140.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,5,2026.0,STL,149.0,14.1%,22.1%,0.6,0.246,0.362,0.484,0.846,0.238,0.262,23.0,6.0,0.37,135.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,6,2026.0,MIN,252.0,12.3%,17.5%,0.7,0.265,0.378,0.431,0.81,0.166,0.304,39.0,9.7,0.368,134.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,7,2026.0,TOR,69.0,13.0%,13.0%,1.0,0.288,0.382,0.39,0.772,0.102,0.327,10.0,1.9,0.355,129.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,8,2026.0,ATL,185.0,7.0%,22.2%,0.3,0.287,0.346,0.455,0.801,0.168,0.36,27.0,5.4,0.356,124.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,9,2026.0,ARI,153.0,5.9%,24.2%,0.2,0.307,0.353,0.445,0.799,0.139,0.394,22.0,4.5,0.355,123.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,10,2026.0,CLE,179.0,10.6%,18.4%,0.6,0.259,0.335,0.449,0.785,0.19,0.283,25.0,4.2,0.347,123.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,11,2026.0,BAL,127.0,13.4%,24.4%,0.5,0.238,0.349,0.39,0.74,0.152,0.301,17.0,2.0,0.337,117.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,12,2026.0,CHW,168.0,6.5%,24.4%,0.3,0.232,0.299,0.457,0.756,0.225,0.255,22.0,2.3,0.335,114.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,13,2026.0,COL,83.0,7.2%,21.7%,0.3,0.28,0.349,0.413,0.763,0.133,0.345,11.0,1.8,0.345,105.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,14,2026.0,NYY,183.0,12.6%,26.2%,0.5,0.191,0.295,0.427,0.722,0.236,0.198,22.0,0.5,0.322,105.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,15,2026.0,PIT,138.0,4.3%,29.7%,0.1,0.29,0.319,0.42,0.739,0.13,0.391,17.0,0.8,0.326,102.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,16,2026.0,TBR,148.0,7.4%,18.2%,0.4,0.271,0.331,0.38,0.711,0.109,0.333,17.0,0.2,0.321,102.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,17,2026.0,SFG,140.0,2.9%,23.6%,0.1,0.281,0.302,0.393,0.695,0.111,0.36,15.0,-1.2,0.307,95.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,18,2026.0,DET,144.0,12.5%,20.1%,0.6,0.21,0.319,0.331,0.65,0.121,0.258,15.0,-1.7,0.303,92.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,19,2026.0,MIA,121.0,7.4%,22.3%,0.3,0.222,0.298,0.343,0.64,0.12,0.275,12.0,-2.5,0.292,81.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,20,2026.0,CIN,64.0,10.9%,23.4%,0.5,0.161,0.266,0.393,0.658,0.232,0.135,6.0,-1.3,0.291,80.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,21,2026.0,HOU,91.0,8.8%,12.1%,0.7,0.192,0.275,0.359,0.634,0.167,0.179,8.0,-2.4,0.284,80.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,22,2026.0,SDP,47.0,8.5%,25.5%,0.3,0.214,0.298,0.333,0.631,0.119,0.3,4.0,-1.6,0.281,76.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,23,2026.0,PHI,166.0,9.0%,24.1%,0.4,0.196,0.283,0.304,0.587,0.108,0.248,14.0,-5.8,0.273,68.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,24,2026.0,BOS,128.0,10.2%,24.2%,0.4,0.179,0.273,0.295,0.568,0.116,0.225,10.0,-5.3,0.265,62.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,25,2026.0,KCR,150.0,6.7%,24.0%,0.3,0.212,0.275,0.299,0.574,0.088,0.273,11.0,-6.5,0.262,62.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,26,2026.0,ATH,151.0,11.3%,25.2%,0.4,0.191,0.284,0.282,0.566,0.092,0.261,11.0,-6.8,0.262,61.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,27,2026.0,NYM,105.0,4.8%,20.0%,0.2,0.192,0.231,0.293,0.524,0.101,0.213,6.0,-6.6,0.238,50.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,28,2026.0,SEA,96.0,7.3%,28.1%,0.3,0.148,0.208,0.295,0.504,0.148,0.155,4.0,-6.8,0.228,49.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,29,2026.0,TEX,92.0,13.0%,30.4%,0.4,0.139,0.25,0.203,0.453,0.063,0.212,4.0,-7.0,0.222,39.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,30,2026.0,MIL,131.0,10.7%,22.1%,0.5,0.17,0.266,0.179,0.444,0.009,0.226,5.0,-9.9,0.221,38.0,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_14,2026-4-6,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,1,2026.0,MIA,35.0,11.4%,25.7%,0.4,0.419,0.486,0.677,1.163,0.258,0.55,9.0,5.2,0.508,224.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,2,2026.0,CHC,115.0,7.0%,17.4%,0.4,0.346,0.4,0.587,0.987,0.24,0.38,24.0,10.2,0.431,176.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,3,2026.0,CHW,82.0,9.8%,19.5%,0.5,0.282,0.358,0.62,0.978,0.338,0.265,16.0,6.8,0.421,174.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,4,2026.0,NYY,123.0,13.8%,22.8%,0.6,0.257,0.358,0.59,0.948,0.333,0.25,23.0,8.8,0.41,165.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,5,2026.0,ARI,66.0,3.0%,22.7%,0.1,0.344,0.375,0.557,0.932,0.213,0.419,13.0,5.1,0.411,163.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,6,2026.0,STL,67.0,10.4%,20.9%,0.5,0.268,0.358,0.589,0.947,0.321,0.256,12.0,4.4,0.401,159.0,2026-04-20
