split,date_range,start_date,end_date,#,Season,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,updated_at
away,season,2026-3-18,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
away,season,2026-3-18,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
away,season,2026-3-18,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
away,season,2026-3-18,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
away,season,2026-3-18,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
away,season,2026-3-18,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
away,season,2026-3-18,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
away,season,2026-3-18,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
away,season,2026-3-18,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
away,season,2026-3-18,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
away,season,2026-3-18,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
away,last_30,2026-3-21,2026-4-20,1,2026.0,LAD,389.0,9.3%,20.8%,0.4,0.324,0.388,0.543,0.93,0.218,0.371,72.0,26.4,0.405,156.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,2,2026.0,LAA,566.0,14.5%,23.1%,0.6,0.236,0.356,0.443,0.799,0.207,0.267,85.0,18.5,0.359,130.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,3,2026.0,HOU,403.0,11.4%,17.9%,0.6,0.274,0.362,0.426,0.788,0.151,0.317,58.0,11.1,0.353,125.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,4,2026.0,CHC,357.0,9.5%,23.5%,0.4,0.263,0.343,0.425,0.768,0.162,0.324,50.0,7.8,0.346,117.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,5,2026.0,ATL,403.0,9.2%,20.3%,0.5,0.256,0.33,0.448,0.778,0.192,0.288,56.0,8.9,0.346,117.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,6,2026.0,TEX,640.0,10.2%,25.5%,0.4,0.251,0.332,0.421,0.753,0.169,0.312,84.0,9.2,0.336,114.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,7,2026.0,STL,371.0,12.7%,22.4%,0.6,0.228,0.353,0.375,0.728,0.147,0.276,48.0,4.8,0.336,110.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,8,2026.0,TBR,618.0,9.2%,18.8%,0.5,0.261,0.34,0.39,0.73,0.129,0.308,78.0,5.9,0.331,110.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,9,2026.0,WSN,518.0,7.9%,21.0%,0.4,0.268,0.34,0.401,0.741,0.133,0.327,67.0,6.6,0.334,109.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,10,2026.0,MIN,341.0,11.1%,26.1%,0.4,0.218,0.324,0.398,0.721,0.18,0.262,42.0,2.2,0.326,107.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,11,2026.0,SFG,461.0,4.8%,20.4%,0.2,0.267,0.306,0.4,0.706,0.133,0.317,52.0,-1.4,0.314,96.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,12,2026.0,BOS,465.0,8.4%,24.3%,0.3,0.235,0.32,0.35,0.669,0.114,0.303,51.0,-3.7,0.308,94.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,13,2026.0,PIT,362.0,9.7%,26.8%,0.4,0.223,0.307,0.379,0.687,0.157,0.271,40.0,-1.9,0.311,94.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,14,2026.0,ARI,453.0,5.7%,26.0%,0.2,0.249,0.295,0.401,0.696,0.152,0.322,50.0,-3.3,0.309,92.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,15,2026.0,MIL,359.0,14.2%,24.0%,0.6,0.216,0.335,0.322,0.657,0.106,0.292,39.0,-2.9,0.308,92.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,16,2026.0,CLE,486.0,9.1%,22.0%,0.4,0.219,0.299,0.366,0.665,0.147,0.26,51.0,-5.8,0.303,91.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,17,2026.0,CHW,489.0,9.2%,27.6%,0.3,0.206,0.294,0.376,0.67,0.171,0.252,51.0,-6.2,0.302,90.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,18,2026.0,MIA,337.0,8.0%,25.2%,0.3,0.242,0.309,0.358,0.666,0.116,0.312,35.0,-4.5,0.301,87.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,19,2026.0,COL,498.0,7.4%,27.7%,0.3,0.228,0.297,0.366,0.663,0.137,0.3,51.0,-6.8,0.3,87.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,20,2026.0,NYY,331.0,8.2%,26.3%,0.3,0.22,0.287,0.367,0.654,0.147,0.28,32.0,-6.5,0.292,85.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,21,2026.0,PHI,230.0,10.0%,23.5%,0.4,0.22,0.3,0.341,0.641,0.122,0.277,22.0,-4.4,0.294,83.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,22,2026.0,TOR,335.0,5.7%,19.1%,0.3,0.248,0.289,0.361,0.65,0.113,0.292,32.0,-7.3,0.291,82.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,23,2026.0,NYM,485.0,7.2%,20.4%,0.4,0.23,0.289,0.349,0.638,0.119,0.277,46.0,-10.8,0.289,80.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,24,2026.0,DET,495.0,9.3%,24.4%,0.4,0.22,0.301,0.315,0.616,0.095,0.292,45.0,-12.7,0.285,79.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,25,2026.0,BAL,371.0,10.5%,28.6%,0.4,0.201,0.295,0.316,0.61,0.115,0.272,33.0,-10.0,0.283,78.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,26,2026.0,SDP,332.0,8.7%,25.0%,0.3,0.214,0.286,0.324,0.611,0.11,0.28,29.0,-10.0,0.28,73.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,27,2026.0,CIN,382.0,7.6%,23.8%,0.3,0.222,0.283,0.32,0.603,0.098,0.281,31.0,-13.3,0.274,69.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,28,2026.0,ATH,438.0,6.6%,29.5%,0.2,0.212,0.264,0.33,0.594,0.118,0.284,34.0,-17.0,0.269,68.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,29,2026.0,KCR,427.0,8.0%,26.0%,0.3,0.193,0.261,0.307,0.567,0.113,0.244,30.0,-19.8,0.259,61.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,30,2026.0,SEA,337.0,10.4%,27.3%,0.4,0.177,0.282,0.249,0.531,0.072,0.242,22.0,-16.9,0.254,58.0,2026-04-20
away,last_30,2026-3-21,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
away,last_30,2026-3-21,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
away,last_30,2026-3-21,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
away,last_30,2026-3-21,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
away,last_30,2026-3-21,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
away,last_30,2026-3-21,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
away,last_30,2026-3-21,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
away,last_30,2026-3-21,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
away,last_30,2026-3-21,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
away,last_30,2026-3-21,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
away,last_30,2026-3-21,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
away,last_30,2026-3-21,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
away,last_30,2026-3-21,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
away,last_30,2026-3-21,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
away,last_30,2026-3-21,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
away,last_30,2026-3-21,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
away,last_30,2026-3-21,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
away,last_30,2026-3-21,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
away,last_14,2026-4-6,2026-4-20,1,2026.0,LAA,296.0,14.9%,17.2%,0.9,0.265,0.383,0.518,0.901,0.253,0.268,53.0,18.6,0.398,156.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,2,2026.0,CHC,251.0,9.6%,20.7%,0.5,0.311,0.382,0.486,0.869,0.176,0.372,43.0,13.5,0.387,144.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,3,2026.0,LAD,253.0,9.1%,21.7%,0.4,0.305,0.371,0.486,0.857,0.182,0.36,41.0,11.4,0.376,137.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,4,2026.0,STL,259.0,13.5%,22.4%,0.6,0.247,0.372,0.433,0.805,0.186,0.293,40.0,9.3,0.365,129.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,5,2026.0,ATL,239.0,9.2%,24.3%,0.4,0.259,0.335,0.448,0.783,0.189,0.313,34.0,5.8,0.349,119.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,6,2026.0,MIN,113.0,8.8%,25.7%,0.3,0.219,0.321,0.427,0.749,0.208,0.242,15.0,1.8,0.337,116.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,7,2026.0,TEX,400.0,12.0%,25.5%,0.5,0.246,0.342,0.415,0.757,0.17,0.307,53.0,6.5,0.339,115.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,8,2026.0,CLE,232.0,10.3%,15.9%,0.6,0.251,0.328,0.415,0.743,0.164,0.274,30.0,2.9,0.334,112.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,9,2026.0,TBR,251.0,9.6%,18.7%,0.5,0.256,0.337,0.388,0.726,0.132,0.301,31.0,1.5,0.328,106.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,10,2026.0,CHW,274.0,9.9%,22.6%,0.4,0.217,0.316,0.404,0.72,0.187,0.248,33.0,0.9,0.322,104.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,11,2026.0,BOS,237.0,7.2%,19.4%,0.4,0.262,0.343,0.352,0.696,0.09,0.323,28.0,0.7,0.322,104.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,12,2026.0,ARI,352.0,6.0%,25.9%,0.2,0.263,0.311,0.423,0.734,0.16,0.342,43.0,1.9,0.326,103.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,13,2026.0,WSN,277.0,7.6%,19.1%,0.4,0.256,0.337,0.376,0.713,0.12,0.312,34.0,1.5,0.323,103.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,14,2026.0,TOR,224.0,4.5%,18.8%,0.2,0.278,0.308,0.402,0.71,0.124,0.327,25.0,-0.8,0.314,98.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,15,2026.0,SFG,348.0,4.0%,19.0%,0.2,0.271,0.305,0.401,0.705,0.13,0.318,40.0,-0.9,0.315,97.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,16,2026.0,COL,271.0,8.9%,27.7%,0.3,0.226,0.312,0.372,0.685,0.146,0.295,31.0,-0.9,0.313,96.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,17,2026.0,HOU,259.0,6.6%,17.8%,0.4,0.256,0.313,0.378,0.691,0.122,0.298,28.0,-1.8,0.309,96.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,18,2026.0,ATH,228.0,7.5%,24.1%,0.3,0.245,0.301,0.356,0.657,0.111,0.313,23.0,-4.0,0.298,86.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,19,2026.0,DET,272.0,8.8%,22.4%,0.4,0.224,0.305,0.328,0.633,0.104,0.285,26.0,-5.6,0.292,84.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,20,2026.0,MIA,221.0,7.7%,25.3%,0.3,0.237,0.299,0.354,0.652,0.116,0.303,22.0,-4.1,0.294,83.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,21,2026.0,PIT,117.0,8.5%,32.5%,0.3,0.204,0.291,0.34,0.63,0.136,0.274,11.0,-2.7,0.286,81.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,22,2026.0,NYY,115.0,9.6%,25.2%,0.4,0.196,0.278,0.363,0.641,0.167,0.239,10.0,-3.0,0.282,80.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,23,2026.0,MIL,239.0,14.2%,21.3%,0.7,0.201,0.326,0.261,0.588,0.06,0.265,22.0,-6.3,0.285,77.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,24,2026.0,BAL,261.0,10.3%,28.7%,0.4,0.187,0.285,0.316,0.6,0.129,0.245,22.0,-8.0,0.278,75.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,25,2026.0,PHI,114.0,13.2%,21.9%,0.6,0.196,0.307,0.247,0.554,0.052,0.26,9.0,-4.5,0.268,67.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,26,2026.0,SDP,222.0,9.0%,27.5%,0.3,0.206,0.284,0.296,0.58,0.09,0.285,17.0,-8.5,0.269,66.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,27,2026.0,CIN,269.0,8.9%,22.7%,0.4,0.209,0.284,0.301,0.585,0.092,0.264,21.0,-10.8,0.267,65.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,28,2026.0,KCR,321.0,7.8%,27.1%,0.3,0.198,0.263,0.321,0.583,0.123,0.255,24.0,-13.5,0.265,65.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,29,2026.0,SEA,212.0,8.5%,28.3%,0.3,0.176,0.264,0.245,0.509,0.069,0.238,12.0,-12.5,0.243,51.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,30,2026.0,NYM,206.0,4.4%,23.8%,0.2,0.201,0.24,0.294,0.534,0.093,0.254,12.0,-12.1,0.243,49.0,2026-04-20
away,last_14,2026-4-6,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
away,last_14,2026-4-6,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
away,last_14,2026-4-6,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
away,last_14,2026-4-6,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
away,last_14,2026-4-6,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
away,last_14,2026-4-6,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
away,last_14,2026-4-6,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
away,last_14,2026-4-6,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
away,last_14,2026-4-6,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
away,last_14,2026-4-6,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
away,last_14,2026-4-6,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
away,last_14,2026-4-6,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
away,last_14,2026-4-6,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
away,last_14,2026-4-6,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
away,last_14,2026-4-6,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
away,last_14,2026-4-6,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
away,last_14,2026-4-6,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
away,last_14,2026-4-6,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
away,last_7,2026-4-13,2026-4-20,1,2026.0,CHW,138.0,10.9%,21.0%,0.5,0.287,0.394,0.565,0.959,0.278,0.316,27.0,10.9,0.416,170.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,2,2026.0,LAA,165.0,10.9%,20.6%,0.5,0.28,0.37,0.58,0.95,0.301,0.278,32.0,12.4,0.412,167.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,3,2026.0,CHC,134.0,9.7%,23.1%,0.4,0.347,0.425,0.508,0.934,0.161,0.446,26.0,10.5,0.419,166.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,4,2026.0,LAD,123.0,5.7%,18.7%,0.3,0.324,0.361,0.514,0.874,0.189,0.368,20.0,6.1,0.381,141.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,5,2026.0,ARI,118.0,2.5%,27.1%,0.1,0.292,0.316,0.549,0.865,0.257,0.36,19.0,5.5,0.377,138.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,6,2026.0,ATL,124.0,9.7%,21.0%,0.5,0.273,0.355,0.455,0.809,0.182,0.316,19.0,4.4,0.364,129.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,7,2026.0,MIA,120.0,8.3%,26.7%,0.3,0.308,0.367,0.421,0.787,0.112,0.405,17.0,3.4,0.354,122.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,8,2026.0,STL,128.0,8.6%,25.8%,0.3,0.243,0.344,0.432,0.776,0.189,0.301,18.0,3.4,0.352,121.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,9,2026.0,COL,120.0,12.5%,26.7%,0.5,0.245,0.358,0.412,0.77,0.167,0.318,17.0,3.1,0.352,121.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,10,2026.0,CLE,116.0,8.6%,17.2%,0.5,0.267,0.328,0.448,0.775,0.181,0.293,16.0,2.4,0.344,119.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,11,2026.0,TEX,284.0,11.6%,23.2%,0.5,0.253,0.348,0.411,0.758,0.158,0.314,38.0,4.8,0.341,116.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,12,2026.0,BOS,118.0,7.6%,24.6%,0.3,0.276,0.35,0.39,0.741,0.114,0.365,16.0,1.8,0.338,116.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,13,2026.0,TBR,251.0,9.6%,18.7%,0.5,0.256,0.337,0.388,0.726,0.132,0.301,31.0,1.5,0.328,106.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,14,2026.0,TOR,224.0,4.5%,18.8%,0.2,0.278,0.308,0.402,0.71,0.124,0.327,25.0,-0.8,0.314,98.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,15,2026.0,SFG,238.0,4.2%,19.7%,0.2,0.27,0.307,0.385,0.692,0.115,0.322,26.0,-1.5,0.31,94.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,16,2026.0,WSN,158.0,7.6%,22.2%,0.3,0.217,0.312,0.341,0.653,0.123,0.27,17.0,-1.8,0.3,90.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,17,2026.0,DET,113.0,8.0%,18.6%,0.4,0.233,0.292,0.369,0.661,0.136,0.263,11.0,-1.8,0.298,88.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,18,2026.0,MIL,124.0,16.1%,20.2%,0.8,0.196,0.339,0.284,0.623,0.088,0.25,13.0,-1.7,0.301,88.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,19,2026.0,SEA,114.0,10.5%,27.2%,0.4,0.216,0.325,0.289,0.613,0.072,0.303,11.0,-2.4,0.292,84.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,20,2026.0,KCR,212.0,5.7%,24.1%,0.2,0.208,0.256,0.325,0.581,0.117,0.259,15.0,-9.4,0.262,63.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,21,2026.0,CIN,117.0,8.5%,24.8%,0.3,0.214,0.284,0.282,0.566,0.068,0.289,8.0,-5.5,0.259,60.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,22,2026.0,BAL,144.0,9.0%,33.3%,0.3,0.157,0.243,0.276,0.519,0.118,0.208,8.0,-8.7,0.241,51.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,23,2026.0,SDP,107.0,11.2%,31.8%,0.4,0.183,0.28,0.215,0.495,0.032,0.283,6.0,-6.5,0.241,50.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,24,2026.0,NYM,206.0,4.4%,23.8%,0.2,0.201,0.24,0.294,0.534,0.093,0.254,12.0,-12.1,0.243,49.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,25,2026.0,HOU,34.0,5.9%,17.6%,0.3,0.219,0.265,0.219,0.483,0.0,0.269,2.0,-2.4,0.228,43.0,2026-04-20
away,last_7,2026-4-13,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
away,last_7,2026-4-13,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
away,last_7,2026-4-13,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
away,last_7,2026-4-13,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
away,last_7,2026-4-13,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
away,last_7,2026-4-13,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
away,last_7,2026-4-13,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
away,last_7,2026-4-13,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
away,last_7,2026-4-13,2026-4-20,1 - 25 of 25 results,,,,,,,,,,,,,,,,,2026-04-20
away,last_7,2026-4-13,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
away,last_7,2026-4-13,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
away,last_7,2026-4-13,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
away,last_7,2026-4-13,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
away,last_7,2026-4-13,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
away,last_7,2026-4-13,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
away,last_7,2026-4-13,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
away,last_7,2026-4-13,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
away,last_7,2026-4-13,2026-4-20,1 - 25 of 25 results,,,,,,,,,,,,,,,,,2026-04-20
